datetime,temperature,relative_humidity,apparent_temperature,rain,visibility
2024-04-13 13:09:44,23.2,47,23.8,0.0,24140.0
2024-04-13 14:13:01,24.0,41,24.1,0.0,24140.0
2024-04-13 14:13:07,24.0,41,24.1,0.0,24140.0
2024-04-13 15:07:42,24.5,40,23.8,0.0,24140.0
