datetime,temperature,relative_humidity,apparent_temperature,rain,visibility
2024-04-13 13:09:44,23.0,49,24.0,0.0,24140.0
2024-04-13 14:13:01,23.8,43,24.3,0.0,24140.0
2024-04-13 14:13:07,23.8,43,24.3,0.0,24140.0
2024-04-13 15:07:42,24.4,40,23.9,0.0,24140.0
2024-04-18 11:42:58,8.8,76,7.1,0.0,21300.0
2024-04-18 15:56:36,9.9,57,7.1,0.0,6780.0
