datetime,temperature,relative_humidity,apparent_temperature,rain,visibility
2024-04-13 13:09:44,22.5,54,23.5,0.0,24140.0
2024-04-13 14:13:01,23.1,50,23.7,0.0,24140.0
2024-04-13 14:13:07,23.1,50,23.7,0.0,24140.0
2024-04-13 15:07:42,23.8,46,23.2,0.0,24140.0
2024-04-18 11:42:58,7.6,82,5.7,0.0,21300.0
2024-04-18 15:56:36,9.2,66,7.3,0.0,6780.0
