datetime,temperature,relative_humidity,apparent_temperature,rain,visibility
2024-04-13 13:09:44,23.2,49,24.2,0.0,24140.0
2024-04-13 14:13:01,23.9,43,24.5,0.0,24140.0
2024-04-13 14:13:07,23.9,43,24.5,0.0,24140.0
2024-04-13 15:07:42,24.5,40,24.1,0.0,24140.0
2024-04-18 11:42:58,8.9,76,7.2,0.0,21300.0
2024-04-18 15:56:36,9.9,57,7.2,0.0,6780.0
