datetime,temperature,relative_humidity,apparent_temperature,rain,visibility
2024-04-13 13:09:44,23.1,48,23.9,0.0,24140.0
2024-04-13 14:13:01,23.9,41,24.2,0.0,24140.0
2024-04-13 14:13:07,23.9,41,24.2,0.0,24140.0
2024-04-13 15:07:42,24.4,40,23.7,0.0,24140.0
